category_list,create_at,img_url,is_ad,name,nv_mid,price,review_count,spec_dict,star+score,url
"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']",2017.11.,https://shopping-phinf.pstatic.net/main_1265450/12654509207.3.jpg?type=f140,False,해외애플 애플 에어팟 1세대 /2세대/ Airpods 1/2세대,12654509207,194000,642.0,{},,http://cr2.shopping.naver.com/adcrNoti.nhn?x=2U%2F3HxwoIghTvrIX9dNPK%2F%2F%2F%2Fw%3D%3Ds1%2FKyz9bT6Q5wHtT0MTdSX1qEgtVEZbfbWj%2Bjss%2B3%2BlCX2Vp5lJDj17PFAuvRflaOsQH%2BYmwh4S0AzFTXjiKd27OzWylEKLxqT9tnjLp1ZU9v5vPmSTHMhkGjhp5a56X4H%2Ba899jq4vPrE%2FGLlLG4%2FEZc7bjxNea9gXzsJgrWK8TPbOshsYLrZpUk2h2DYCA3oGruqLAUlKs3Z1kr%2B53zouv5QHO1S%2Bt2Kquo08Kj%2BsIdFUrYRH2nbbnO2IAPU6KyDbb5pEfQF0lc0lSAtxjAr1LQyUT1mGnRl17GUsatHr9L874Pu0pNtfOxzzLyRD6VuwY3Y5F%2BF7qbTDT5f6Ew5Mc4ogR3AzxKqkn1ImdUMNMe8mN%2Bhg%2BE3ZKKQxj1%2Fb79lQ%2F0z4rggb%2Bn47%2BBjorl09t%2B4qWbIG9KhILhmvJQYshiyrZRcY0oopssJbE%2BTK2ZfxdZBaJawUbC%2Fad4W7W7Om8OwoDQiFxUl5QUwRwhbPtGNNOta1O8nt%2FrPg0Zu7DtQNNCj5xhyPZuddz4dOPtreViacK%2B%2B%2F1d4zWQm0EPgWR7PTRehwZ4X4Ekhlo%2BVC3Izx%2BpMkGj%2B4MtedaITLUIdA3EbkdHy2paEfNOpOgsY7vbbI%2FUBVAj4ONTr%2B9jp3L%2BBX7NXvvkASp0YK3NTfg%2BNynLLDzplsA5kzP2HMQex1JAzx%2BZ5JlKwDMUEOKabR78&nv_mid=12654509207&cat_id=50002334
"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']",2019.02.,https://shopping-phinf.pstatic.net/main_8178668/81786680577.3.jpg?type=f140,False,에어팟 ios 안드로이드 차이팟 3.5세대 acro 아크로 i9 PLUS i8 mini,81786680577,22000,282.0,{},,http://cr2.shopping.naver.com/adcr.nhn?x=uOJ7gmdgipZC19xihruxDf%2F%2F%2Fw%3D%3Ds3AMaIZnbMoC%2BRWmDBraClkxC53%2Batpo3DEitjMF4hxXwMHFVfyRR41kkqop4BBe7THSNGukLFgfkYKMTPLSy7oVtXIxgYZhNi3I0%2BzY3EHgro76EcnfNVJrci3jsYwJ%2BJzjVZcPY0YNbl%2B58ZH2TJ7qjKnRqwP6%2Fgx%2Bfn7Y3xJHAgNrB0P6M%2BHvDLVlXg4Aa7BPKgde6o1sJOphSmKbrem%2FXvUZIu%2FMAKELTWvJ6r8CNyQ29mAZUk8gqPsND4WCqHd8gEw9lzl%2BRKFP4AUtntEbpbGYvomUslDXkgI4AksFIFvnxuIzpmKKv7%2BNaC1Me1vUNYYlPoAYN1ZFNgdfr1V4yZxM1pLZnob%2FsyYhI7%2FWqPtebmtmocRso2rTO46fkOta%2Fa%2Fn%2FNV6XmJVMvy3UIrFx4CRHcB8P2%2BmuYWfJuZi1%2FQUxt7b5tb0B0VHkmQ62HZyVahECadPW3ZyVBlJpU%2FEW%2BjmQIC%2FNHaCGhw265Xoc%2FPCF5k1%2BuXTqAKUNe38%2B3axj9Vbcgc3vvAc5pq8sKiXDQiVtpljjdBNp7j%2BaSXJ2gwii5IsGtYdEUeGSQpaxtuec3cBKPwrHOslUDE11AX4nJ1QAvV5ZxUdGmLENcH1CxKD1Pbm0J1uaYFHvT9UA4p5zmvlJ7OD0ldEmTqZO2JZH6U4ZiPiEvGPHiEOG%2B2s2f1E97fsH7l0y8IlbcTfQLQc9rEUXx621K21wKujTKslsWBqI%2Bp6qYxhdqONHvKA%3D&nv_mid=81786680577&cat_id=50002334
"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']",2019.01.,https://shopping-phinf.pstatic.net/main_1701120/17011209371.jpg?type=f140,False,해외[앱구매캐시백]애플 에어팟 AirPods 무선이어폰 국내 AS가능 홍콩에어배송 3~4일,17011209371,197600,1495.0,{},,http://cr2.shopping.naver.com/adcrNoti.nhn?x=5pNFIeRiAioiKCuHT05nlf%2F%2F%2Fw%3D%3Ds8IHhRmDeGjbd3nkZngh4wRinzXc1BhsXesmD08786pzwMHFVfyRR41kkqop4BBe7h54iGCw8PsUN6DHsK56ZcLOzWylEKLxqT9tnjLp1ZU9v5vPmSTHMhkGjhp5a56X4H%2Ba899jq4vPrE%2FGLlLG4%2FEhqemUN8uSNd3V9UX7rDN2ZK%2FT4EvuYtYq8DCgKbtI8r3wzTdL%2FXkp%2Fhgx3hhqldeavyt0jS1DlBqLvnok9Q3QPmCVmXXv%2BB0BcphaIEVs0slO02ldZQOX7%2BoyNi%2FUAEbtN7WT3YMDZAkC6DkXxJpgb8swcQlcgrZRqsCZJ99GTSf1REciBCSa7DiibEYRILoW9qOhVLf5NTDCNsnPPJ4zNVH5SMuGwMew4qu42GGDEiiJ3dY3V6n5qG30j6owwWuFXIUQUWNV%2F63hObXIc6Vbz9qXETaz7%2FfAGPGI4G%2B82mO86y5bNaJWVxygG0wGp0H8XWQWiWsFGwv2neFu1uzr62wBWBJSPwUZu1FhC4DQGnx0fUHxiGWSOJAzCMm4XvdOtlPCxpEyemKmZs3L%2BeSNv224PZJm4JC2DHlEpfUeHqc90foX5c59IIqqWrw%2FFgtmIY%2FwSRouklbRb3w9VJLFUCAJU%2BwpCaQizxp%2F7OY1tgluVE%2FqniuGNF1lfAVaLt3muHrahbTXbyW7QzbrD2v%2FBMmXunoxcZK5iDF8Ylh1Z9pBZmnD734QrIaYebJRVcY2Vd9c2kQteriZrhfOwaEBmST%2FMvapmn7FIF9wKiWgF&nv_mid=17011209371&cat_id=50002334
"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']",2019.03.,https://shopping-phinf.pstatic.net/main_8193483/81934833520.1.jpg?type=f140,False,차이팟 i10 tws 에어로팟 에어팟 i12 i9 에어팟2,81934833520,49800,49.0,{},,http://cr2.shopping.naver.com/adcr.nhn?x=8H7n6%2Fr5RS3nRbz%2FPZS0Of%2F%2F%2Fw%3D%3Ds2i4i6EJpnvmyJ4ysRegms73g0nYt783yOIjFo13sx5XwMHFVfyRR41kkqop4BBe7zzJU6JVQ%2F9dvGDDMqRf7CaL%2Bk7k0JFrQmJhBq1yf35oyXJJL25NHL4YStglvYZGaHu2bjUSswtoU9soy5PUesZpBDT9g0vi2eUYP4Mg%2B3npT8hWzr%2Fx6yYt8Yj%2FzlqkQp1m4pNvIFxpm0vHP%2FbSUvLIq4fx5cOE89U52LV4INKjdODZHLS8csmEgCKH0QHz6gshoeuXggTVhd9iyPBesjsNjbvXN3Wxiau0h6XZ2dyxjGKHYM18PQsGOOKjjvcAs15FstOPCFnKU%2FefrcHvOY1HTWeHEOXSDS9sYX%2BdlZnX52iL9N16CbbhprZkmwAP%2BbUKHldxqAg%2BYOxGDyNkIx%2BdgkjjrGkFnS5b4AARAceV7%2FmZ6CQSuY68%2BAbUmkoa3nnjo1XhpezE%2BNeEPnIAC6TpKWaePZXHifYpgm1N5B%2FlA%2BF6Fs2qHE94nH51aPzEKQkq4BxgNlPjuLmogIAHtcEXX0B48zkzBbBMTQc%2FkTRtKDTLvKentAUKETkqW26SgLlZMBoLB3SBtS08OB5%2Bue4cpLBpJbOe2iqoybGpRyfQl44DbN3rYHjvtGi74Ajmj294uoFSWlVm%2FuT%2Ba8HTTE8bQZGvufQ0ScdbpSzLQrId1MlezrFKeWBEak%2FQqZGSxZOPCQ1JTHrqNT54mqEFqsQ%3D%3D&nv_mid=81934833520&cat_id=50002334
"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']",2018.03.,https://shopping-phinf.pstatic.net/main_1383874/13838748967.2.jpg?type=f140,False,애플 애플정품 에어팟 이어폰 AirPods MMEF2KH/A 빠른배송,13838748967,270290,703.0,{},,http://cr2.shopping.naver.com/adcrNoti.nhn?x=vEw8goKwiWxLJ0sWcU7hKv%2F%2F%2Fw%3D%3Dsjyrk1Z0RG698c4dGU%2BM%2FGcC2ZTXzOVDvFNnBqwv7SGzwMHFVfyRR41kkqop4BBe7kNKO%2BkPVhleW61ta1sjJtzak9D5NFmUGp%2FdfmqGsQIw%2BJuA82JsGCD83WME0VXynshPMjPe9qsgPl3i5x84HfBzgEqo3blXBQ1pGng11EnMs1gjiI1c91enMmHehiQig3J6Q57l0JSofnfRdPZrFKy95mImXYIw7jsDWz53SHwed4F66gnueInPpiNn7ALbdTlLmPhVCor%2BcejzZIRPUGzf336TNqYBfxx4Q7t7PVjZ4wl5DLZ8%2BD2rmYfp7BC5XuO%2BR1DrhwpjB%2BO1vb%2B7%2BO9qUHsgHKRqzd6nX3jcvUwNAyJ0E5ZZ4JwNcjVikpEkvmHGCRnDCD%2Fs9hovS%2Bt1gJs%2BH%2BSz0Nl86RImyd95IckE43W9u9uUaX76GZgaBmj8Npe2Df2RviSFU%2Fa4EvsZEAt%2BL60Bxb6OyazBsMWPZ0xnRVTnPHcudTXPEg8ExbPDDkYxSG4pR9PoMLnrSlHQswXJ4HGghDdEwmNTo%2F5HychpdV3ur373QAxjscCC2N2m11Lix8vTBZIky%2BQNeydzqQ%2BgfCzOvZjGr3jXD1pLg7%2BcIZ9eSVUEPXl%2BjoeHMtkjWm2qdhsUx6Zq23b7eyj5y6NKZerDFA%2F%2BPi2IhDsYxxThTypdHwDuCp2oYLs%2F9%2BdHK5gyJl06AhMH0E%2BBhmN2pGuWamW%2F9QjqWWLoLr%2BKKMMPiHzvcFF4XGl%2B0Z1JC72O0DlfKL%2F%2FBOxU8WQS7OyR9YA%3D%3D&nv_mid=13838748967&cat_id=50002334
"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']",2019.02.,https://shopping-phinf.pstatic.net/main_8176502/81765026705.jpg?type=f140,False,애플 정품 에어팟 MMEF2KH/A 애플코리아 정품 당일출고,81765026705,250000,165.0,{},,http://cr2.shopping.naver.com/adcr.nhn?x=HHykxVOyxjlnBBlUVY2bA%2F%2F%2F%2Fw%3D%3DsY0UNFJJauv1d8OmfYY2og1IH4s853lu9WrXJ0RHxY1HwMHFVfyRR41kkqop4BBe7%2B2wuy4YB0%2FeI1SjtU38xbqL%2Bk7k0JFrQmJhBq1yf35oyXJJL25NHL4YStglvYZGaHu2bjUSswtoU9soy5PUesZpBDT9g0vi2eUYP4Mg%2B3npT8hWzr%2Fx6yYt8Yj%2FzlqkQd68Phv%2BpWpEQwtVAipHCOFIcFuuGcXCZ43O8vlE0wo7dODZHLS8csmEgCKH0QHz6gshoeuXggTVhd9iyPBesjsNjbvXN3Wxiau0h6XZ2dyxjGKHYM18PQsGOOKjjvcAsIfyykPCu0uruEANDhIxkX8gL9VWkC6%2FUbLiP6lLZTiVt9PSV%2BgkSKJOEIqbwn%2BBrKahz33NIRuKtykUnW0zt9fdEfDc3nOACrhy96tdreoKD9coSV4cZnXAm0RRaxpjdwYIgQd%2FIMIiB8Ips55ixHtwqTbJ3dEu%2FzyL7G%2B1eZCfW0dG1iRVnjlwqNc7l2oUFG%2FKS0JL66duDf74gN%2BBZ7Zy9NYw%2BOReFKRiSedtinBmAw8940jXtUfeyBe4HKVCyQssOx4fpNS%2BaWhUGBqzrMe%2BfflQRx82AaKmrgiMPf5EsvMUHkJOsZQhepy0SakoT8xxdkgRUnitkubV6lz%2BgbAy46Rl4cUteEs4nqYSf8oAIw6F%2F%2FIXQvw4NtCdofmsQVqIZ1B1%2BxQDOw3lUnSDdYF6fEVNgH4gL0mpuYrCMyro%3D&nv_mid=81765026705&cat_id=50002334
"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']",2019.04.,https://shopping-phinf.pstatic.net/main_1873568/18735689119.jpg?type=f140,False,i13 Tws 블랙 블랙  블루투스이어폰 에어팟 아이팟,18735689119,14470,,{},,http://cr2.shopping.naver.com/adcrNoti.nhn?x=DTfy7AWVocnkNJyOZgTw%2FP%2F%2F%2Fw%3D%3DsOF2I41dviz04l3P1TxXdd3CDCvGOAvMjzbvFRySPNalFxXq5RRrAbf2VfWG%2F%2B5KyxADS9G2TYyoq96ZbhEx7lTak9D5NFmUGp%2FdfmqGsQIw%2BJuA82JsGCD83WME0VXynshPMjPe9qsgPl3i5x84HfBcyimNSVaFDBoEoTveJSh4mPJTT3mf%2F86tw7gnjboaXdiTmCiDM33ngZmD1mGg8R%2BYGeMiQTXjJZDEfShLrrXzy6XToaPiIKhqteM8mmlr7H3qlcI9TKBlJTnzlzQmgVBvtWLMKp7OVzi%2BwVtd%2Be2LgsFiEBK6XnGgefqSF6qBwGRopfulO9ezpYbV7agBtVXAXXuLqeoxhF24l7wDPrOg4PhLLqXKlT7FBoprMxPWvON1vbvblGl%2B%2BhmYGgZo%2FDaq5Ujgy25%2FeYyR9txB942FX%2Fiofzgbq%2B7v2L2Ocb3iXWO5GMXiXWtoZ449TgYS0jDQrZUQ2QDs2eoA5LGsOWlJ%2B13tp%2BqT0QmjhVH0GCJDUMIopxwQU0THRPeNG226ttUa6rBczXYfyMYBxKPa7H%2B7wPCnxhEk4%2Ff3W3xGteUfCkX%2B0rWijroIcSHmqf626qe1R5c1vOVcSXHUnRHYoWyfQiLCGxD6SzEt3Zq06ZFtAiUlNyLT95TR6EFeHjWHPzLgncXe6jgLuBiGgvXqg3wQOcOEmqAqW%2F3L65OJ3UP95QzR9wJVEe57dzlZP86EFhzFjFCeNcvRcEn0eNjZI8J8%3D&nv_mid=18735689119&cat_id=50002334
[],,https://shopping-phinf.pstatic.net//20190507_23/24611887-56a4-4171-a76a-5c157eaa800c.jpg?type=ofullfill_200_200,False,캔디팟 가성비 에어로팟 에어팟 i10 i12 i9 tws 차이팟x,81919971590,79000,,{},,http://cr2.shopping.naver.com/adcr.nhn?x=nA76pkl6DIvbzY3il5AaHv%2F%2F%2Fw%3D%3DsnRxPlbJiuSYPpaFvcl3Vq5gTqd3WRFkZvQRvKKooKEpW%2FPzaE7m4v5r7WRMQpV3HspKmJE0v1O3okc6sztRAk7OzWylEKLxqT9tnjLp1ZU9v5vPmSTHMhkGjhp5a56X4H%2Ba899jq4vPrE%2FGLlLG4%2FESIubQx87Eao%2BbIHclg669CCTxEYumlfmS0CSfIhc3r86n%2BNgD2XCIZvop5QPGYy75rzv8784SHft4S8%2F0Q6hW475HUOuHCmMH47W9v7v472pQeyAcpGrN3qdfeNy9TA0DInQTllngnA1yNWKSkSS%2BYcYJGcMIP%2Bz2Gi9L63WAmpnyxiJvnSCj8kwEUaL%2BvLgc%2FwK2bcXYzpYPWP3eE8Xji6j6aoXBoL%2Ff2GzAfva6m6dj4NK748I2I2uhSpepIYj5cUB%2B1Gi%2F7l34S7iW7xWmw8nWQL1TNBdveN09L1EfWd2KZYwoEI1W6aDrtdDlBRsyS5e1fGZHKO53Z6yyzYqdW0UJOZJOqHIUfOv8Dsk9rmVfOZ8GOabY%2F8QSmzZh3gpy9NYw%2BOReFKRiSedtinBn%2BmtDUsiivT8PjmlEF1l9Celv8QWIs%2Fi9UYWSWayy98WpU2LNNv%2FjGi0XQ%2FZrcllh2lNqFIwVLO20hA9irrAvhoZ6mrSnpPmB2ww%2F4rRbWYKZpxamf4Kit1pgfvIRc3L6B0QovODswBcSvgWUH6AZm&nv_mid=81919971590&cat_id=50002334
"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']",2018.06.,https://shopping-phinf.pstatic.net/main_8062890/80628902191.jpg?type=f140,False,블루투스 무선 이어폰 아이폰 애플 에어팟 2세대 이어팟 벌크 i8 에이블팟 차이팟 에어로팟 i9 i10 i11 i12 tws a10x,80628902191,28500,1059.0,{},,http://cr2.shopping.naver.com/adcr.nhn?x=eAujKJxrGmFb69a4CRTQV%2F%2F%2F%2Fw%3D%3DsPUdyFzKXt7LWRaSr%2Bs5VorSehbZdMSvwYFnX%2Bw23lNrwMHFVfyRR41kkqop4BBe7%2BUK93GEUfRYLOJ96703TB6L%2Bk7k0JFrQmJhBq1yf35oyXJJL25NHL4YStglvYZGaHu2bjUSswtoU9soy5PUesZpBDT9g0vi2eUYP4Mg%2B3npT8hWzr%2Fx6yYt8Yj%2FzlqkQk65e1Sm3SSj2xCo2KfPc1T8Xkc%2BG3qcaD9n1HQLB%2BrPdODZHLS8csmEgCKH0QHz6gshoeuXggTVhd9iyPBesjsNjbvXN3Wxiau0h6XZ2dyxXTT3C3psjSIYyUHyBB%2FSWfo6P2AczzmG0XxkWHu38p4gUHY5ch45fIx%2B9YehEnUTfwoQ9BagtCwnwMGGdmS4ty1H9EArFHubWXn14UjwQ3Khj6d%2FTBonzn8buCw1xUOIcAE4yZo2n4JAfXb6VQ17Kwkt3T4Tid1TIr5QJG8VAr3qaBLWe4MG7DTVj3F%2Bd0BYHiT%2B69Mte5SICmxrMgteMGI45gs9%2FZHh26OUEmRgUsFRwXOSYiTGTH480K6u8nyGzsNrWMvVrY%2BxkrG5Q8HuW0yd280iPBmJE4u4IA1zAXHNGDZnDutPv%2BDK%2ByoHO6b3rilTkfjwWXaa%2FOW%2BEuPAKYzUW%2BOVYLp4RZ0gbNJdaIcFjTbCJpPSjY8J6E3Pbhw4ZZ7ZsptUJYNweVzkAEh%2FuhngrYgTXofmVcilDJCBZlIKH6rVDHkEnVp5lo71Nk80AX6%2FdFqOv%2FH4wnOdiohJZFh7RDGdQdcdEHxR0Gu%2BqTF6fEVNgH4gL0mpuYrCMyro%3D&nv_mid=80628902191&cat_id=50002334
[],,https://shopping-phinf.pstatic.net//20190510_28/5c9bb7a7-f9a6-4a94-9a31-5af6da1603c1.jpg?type=ofullfill_200_200,False,DGG i10 프로 블루투스 가성비이어폰 5.0 터치식 3세대 에어팟,81996763612,49800,,{},,http://cr2.shopping.naver.com/adcr.nhn?x=ShmzKFUbBUaohy2wQGxJoP%2F%2F%2Fw%3D%3Ds8DcCTlIoJ2YqtYIgVgILaWwpcVNQZm7D1XQjbZopXMLBuTO%2F77NCif1eCVFDPt%2Fr2rlMUNnXCN1HoBl0qHUQcYVtXIxgYZhNi3I0%2BzY3EHgro76EcnfNVJrci3jsYwJ%2BJzjVZcPY0YNbl%2B58ZH2TJ7qjKnRqwP6%2Fgx%2Bfn7Y3xJHAgNrB0P6M%2BHvDLVlXg4AahWNlBRurK6CHFfGjytqOdG%2FXvUZIu%2FMAKELTWvJ6r8CNyQ29mAZUk8gqPsND4WCqHd8gEw9lzl%2BRKFP4AUtntEbpbGYvomUslDXkgI4AksEB7xFhX%2BQuW2%2BIgukwV3dhrE9smgXN%2FEHBJcFWEP71eRRaGSIUc%2BpSdO4nMLOZ5%2FpkLxoS0k6mw%2FarDHtAlldai2ndKdLh2lwZFI9q9NgsYysVLZlrq28q82lWCQn%2FHMrPd%2BOsJL3sQNpvikqHVDdIL%2F4%2BwbRIKq2nE01DOQ%2FK8zKPm71nc1g5NJBNLYCqAwfE4s6Nq7tOIXQ%2F6ZomRNi8LExMajJQrwBXcyDZOeWXvM1qg1BEowlcAT44k9pi6hY5YvbrV0i%2Bh5ej8wrqsD8gVIVmuzuvfl0l%2BueQs4vGLbA1V80lyaTLYO0X1RWiy8Tc9U0fFRWOHb0Qs5w1Dd%2BagDc7ySC2iov9O%2BHFI0fkI3KSHPXP%2FzxvaYr6VciuM4pfc5uBdhqGuC8lGR3ma%2Ffcl6TlF0GVUDfigldVoQsazA%3D%3D&nv_mid=81996763612&cat_id=50002334
"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']",2019.04.,https://shopping-phinf.pstatic.net/main_1874057/18740571933.jpg?type=f140,False,완전 에어팟 콩나물이어폰 i10s블루투스 무선 코드리스 갤럭시버드 대륙의실수  uxlr,18740571933,32270,1.0,{},,http://cr2.shopping.naver.com/adcrNoti.nhn?x=AWyVyn%2B8EYMRcQhS9H6P0v%2F%2F%2Fw%3D%3Dsqi3AenKOzpckqpXVmFj%2Fu8ucc5cBS6oJioLCvytLpPOX2Vp5lJDj17PFAuvRflaOo5p40pylFioWgHm7hEvvJhZjXJZuzIepcEBvGyO0goGGmkr6TCM58HfQ17YeHXd1yfaQp4HPIIhdSxsOUwBmuaRGE1tyseCXtMf%2B7ZK6OmGX2uisaeNUtJNdgkOx3Kqow%2FUMy1P9vepofTSCcNNkuh7rk5gaFAaFWSUpkO4nky3m0G1RcftURccxHLCRxJUqz1R820RcioykgOAuvDxXYmVyf4fEeIwpi1WJR%2F5%2FpRf41b1TvfQyNa7hciW%2Br3JhZZiQcNYjXmUeAMkutJpC7Xq1XEM8NCCeWaew8LAflitcaoGmAXE%2Fqrhl%2BFm7zCxYEr2LTFgao%2BiepyBEdhxytFLPg7XnSOXCj6i3px8PGvM%2BhY4xQseJVPJUKRQqmHq7pvYkmJVRxadH9HPL5SVSRve6xKq7qDfu7iIl2ufwsSdjHNhFl2xdglPJMKAkHkSjvXjSfE2SUdrYw%2FlUYpQq%2B%2BG1askfpvIA6mG2xgfHisqq4Z4zcya7nVM8XYxwdzCjvIYljYHMCSsewDBTh7P35GSyGdl%2Bs8k9%2FuwPzwVjE7aGP0XyjtfOTHKyaoqLMNpnhuV57G1ax8fi2UpvSmfuN13%2Bf%2FCzidg%2F3cJTumuSqHQwgw3A4TQOE8ELB8Wy2AcEJtjnaN3s9cxTxGDI%2FM%2B8k%2FHyBK%2Bu9%2FCJ1bcMs%2BtJx0fTdJP%2FqzW%2BcWrRjwbqnpdCo7ZvD31a0S4UZOXd1wtU%2Bw%3D%3D&nv_mid=18740571933&cat_id=50002334
"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']",2019.04.,https://shopping-phinf.pstatic.net/main_8198800/81988008453.2.jpg?type=f140,False,에어팟 왼쪽 오른쪽 충전케이스 개별 판매 애플코리아 AirPods 낱개 [국내정품] 당일발송,81988008453,86500,9.0,{},,http://cr2.shopping.naver.com/adcr.nhn?x=%2FZmeROA7csVwqYGd57ORjv%2F%2F%2Fw%3D%3Ds3LkItOu4QpBcrbSRdG8S9AWIh65tn6W1poJs5uoWKjbwMHFVfyRR41kkqop4BBe7nxxtzwQAMc%2Bw%2BT99iZ2MC7OzWylEKLxqT9tnjLp1ZU9v5vPmSTHMhkGjhp5a56X4H%2Ba899jq4vPrE%2FGLlLG4%2FESIubQx87Eao%2BbIHclg669CCTxEYumlfmS0CSfIhc3rEt93LiASJhsYC8D4lR%2FdQykVBGY230dhvsUZpwiOBsC475HUOuHCmMH47W9v7v472pQeyAcpGrN3qdfeNy9TA0DInQTllngnA1yNWKSkSS%2BYcYJGcMIP%2Bz2Gi9L63WAm%2BQLKAScME36tt1IT6MbFIFkEfRb2HbePr9la22xf%2BQbi6j6aoXBoL%2Ff2GzAfva6mtzvQdZISW65SwRyQeFJG3z5cUB%2B1Gi%2F7l34S7iW7xWnEfnlAdCXF9W3wrGt3JYCTgNPwUJusKPbQQsop2qb826vvg6pC8p%2BhnnYgMX%2BF3IACd96Z67bXBPz2wVscoNsKoamVvwa%2B74MXGc%2FYLL5cdnY9VRL73UkZ4bJsgXYDFbW6Qhx%2FxPBvm2hxHAL85f3lCxUH47d%2BhNao%2Boi9oI4k3JZBWHwKgWtzXHMvWGgoD%2B%2BD0FRWPq6SoW7uojooeAkGWDhYzcwH7TEXpJySLlAh4xJqngBd57s5q3i2QQ8dFKbhU7Hga%2BdVB3fJVoei7k75LL3hcTi6uHvHdMGbnZ%2FBOq7aCI09bBPVOmKHP01t98vYhNVM%2BNdec1hxtgYBZ3HSFVePW00PW4ajn6p%2BS8kRN16fEVNgH4gL0mpuYrCMyro%3D&nv_mid=81988008453&cat_id=50002334
"['디지털/가전', '음향가전', '블루투스셋', '블루투스이어폰/이어셋']",2019.03.,https://shopping-phinf.pstatic.net/main_1836730/18367305169.jpg?type=f140,False,해외애플 에어팟/Apple Airpods/국내 AS 가능,18367305169,153690,2.0,{},,http://cr2.shopping.naver.com/adcrNoti.nhn?x=BH%2BSgVSzf20gpAYeb6fr8v%2F%2F%2Fw%3D%3DseJHltVaql9AyQaz8cTQiPpuO7WVRHxrUiXOD48%2F%2FVjLwMHFVfyRR41kkqop4BBe7lqYkasex71JKroIP5xvfArOzWylEKLxqT9tnjLp1ZU9v5vPmSTHMhkGjhp5a56X4H%2Ba899jq4vPrE%2FGLlLG4%2FM6XAjG0l%2B%2F47owaLEFsQrA3Limj6K0Q%2Bg0oFtZlYr3zRV%2FAwfYyCxW9PxaJUuJm3DPbhDeyLbk38HNiFYTNbB6Og4auDBoWhn79B3lEBOkAfS7FuEYIqVTygP9iDeHACeJponNr0PJdzj7z3SwUwefcFM1zWi7zPTsvqsSLNs75ecRE5Sqzg0ewQO8PCqbe89yWOuA9HrRBbVVE2ifmQ6Ie8mN%2Bhg%2BE3ZKKQxj1%2Fb79%2FyjULuAwwbbEbbNSvf65nQD%2FK4JYEKM19dCXAGSykSkHAyrtLRV8YWqFSawAW3HmVGazHT40RtwffVxmtK7ijulGALh1lbVgSPrVWqcXDzB13%2BnUyKaFHT3LM5RtH%2FmbJwwUDVwpLx3TkbamLwR0%2BWowdNQWDAWUrzQvdMe29HOT9tkhO6CEkpl%2Fcge4E5vQfGXua3u6UVtNqH0o1uhcbf1fsLYRh6kHG%2B%2Fz411U1IXOrVHjiUaLxqludu7Mo%2BP5x14jYCy9XZYRm60j0hslQpaKPcPANwekdfa1NXuj50o%3D&nv_mid=18367305169&cat_id=50002334
